"","datetime","time","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","dayOfWeek"
"7725",2012-06-02 06:00:00,"06:00:00","2","0","0","2",20.5,24.24,77,12.998,36,"donderdag"
"5367",2011-12-17 17:00:00,"17:00:00","4","0","0","1",10.66,12.88,48,150.013,165,"woensdag"
"6087",2012-02-09 21:00:00,"21:00:00","1","0","1","1",12.3,15.91,52,60.032,177,"vrijdag"
"7742",2012-06-02 23:00:00,"23:00:00","2","0","0","1",22.96,26.515,52,70.015,238,"donderdag"
"403",2011-01-18 19:00:00,"19:00:00","1","0","1","2",9.02,11.365,80,89.981,99,"zaterdag"
"4684",2011-11-08 06:00:00,"06:00:00","4","0","1","1",12.3,16.665,87,0,99,"donderdag"
"1335",2011-04-01 12:00:00,"12:00:00","2","0","1","1",13.94,15.15,53,239.994,95,"vrijdag"
"3714",2011-09-05 16:00:00,"16:00:00","3","1","0","2",27.88,31.82,79,190.012,284,"dinsdag"
"8174",2012-07-01 23:00:00,"23:00:00","3","0","0","3",31.98,35.605,52,110.014,110,"vrijdag"
"6660",2012-03-14 19:00:00,"19:00:00","1","0","1","1",26.24,31.06,33,110.014,472,"donderdag"
"266",2011-01-12 13:00:00,"13:00:00","1","0","1","1",9.02,9.85,44,239.994,49,"vrijdag"
"3050",2011-07-16 00:00:00,"00:00:00","3","0","0","1",25.42,30.305,65,12.998,110,"woensdag"
"4222",2011-10-07 23:00:00,"23:00:00","4","0","1","1",20.5,24.24,63,0,136,"zaterdag"
"4590",2011-11-04 08:00:00,"08:00:00","4","0","1","2",16.4,20.455,87,239.994,395,"zaterdag"
"4630",2011-11-06 00:00:00,"00:00:00","4","0","0","1",11.48,15.91,75,0,75,"maandag"
"1570",2011-04-11 08:00:00,"08:00:00","2","0","1","2",21.32,25,88,190.012,314,"woensdag"
"1381",2011-04-03 10:00:00,"10:00:00","2","0","0","1",16.4,20.455,43,279.993,215,"zondag"
"176",2011-01-08 15:00:00,"15:00:00","1","0","0","1",8.2,8.335,32,300.026,74,"zondag"
"4991",2011-12-02 01:00:00,"01:00:00","4","0","1","1",9.84,14.395,75,0,15,"vrijdag"
"717",2011-02-13 06:00:00,"06:00:00","1","0","0","2",8.2,10.605,69,89.981,5,"woensdag"
"3384",2011-08-10 22:00:00,"22:00:00","3","0","1","1",30.34,32.575,37,0,139,"vrijdag"
"4049",2011-09-19 18:00:00,"18:00:00","3","0","1","2",22.96,26.515,68,89.981,540,"vrijdag"
"3560",2011-08-18 06:00:00,"06:00:00","3","0","1","2",26.24,29.545,78,169.979,103,"maandag"
"2929",2011-07-10 23:00:00,"23:00:00","3","0","0","1",29.52,34.09,66,169.979,72,"dinsdag"
"1013",2011-03-06 17:00:00,"17:00:00","1","0","0","3",13.94,15.15,100,199.995,25,"maandag"
"7642",2012-05-17 19:00:00,"19:00:00","2","0","1","1",26.24,31.06,31,12.998,537,"zaterdag"
"7916",2012-06-10 05:00:00,"05:00:00","2","0","0","1",25.42,30.305,69,60.032,13,"zondag"
"7295",2012-05-03 08:00:00,"08:00:00","2","0","1","3",18.86,22.725,88,12.998,627,"dinsdag"
"3609",2011-09-01 07:00:00,"07:00:00","3","0","1","1",24.6,28.79,78,0,342,"donderdag"
"5129",2011-12-07 19:00:00,"19:00:00","4","0","1","3",13.94,14.395,87,430.006,33,"donderdag"
"2742",2011-07-03 04:00:00,"04:00:00","3","0","0","3",27.88,31.82,65,60.032,5,"zondag"
"2625",2011-06-17 07:00:00,"07:00:00","2","0","1","1",24.6,28.03,83,0,250,"dinsdag"
"10098",2012-11-06 03:00:00,"03:00:00","4","0","1","1",9.02,12.12,64,70.015,4,"maandag"
"875",2011-02-19 22:00:00,"22:00:00","1","0","0","1",12.3,12.88,28,329.975,44,"woensdag"
"1470",2011-04-07 03:00:00,"03:00:00","2","0","1","1",14.76,17.425,66,12.998,3,"vrijdag"
"6230",2012-02-15 20:00:00,"20:00:00","1","0","1","1",14.76,17.425,46,110.014,211,"vrijdag"
"5502",2012-01-04 09:00:00,"09:00:00","1","0","1","1",1.64,3.03,45,89.981,180,"dinsdag"
"2440",2011-06-09 14:00:00,"14:00:00","2","0","1","1",37.72,43.94,40,12.998,118,"zaterdag"
"573",2011-02-07 01:00:00,"01:00:00","1","0","1","1",9.02,13.635,75,0,5,"dinsdag"
"8152",2012-07-01 01:00:00,"01:00:00","3","0","0","1",30.34,34.85,70,89.981,93,"vrijdag"
"9341",2012-09-12 14:00:00,"14:00:00","3","0","1","1",28.7,31.82,37,110.014,278,"donderdag"
"6861",2012-04-04 05:00:00,"05:00:00","2","0","1","1",17.22,21.21,67,60.032,27,"dinsdag"
"2323",2011-06-04 17:00:00,"17:00:00","2","0","0","2",29.52,32.575,34,169.979,344,"zondag"
"4723",2011-11-09 21:00:00,"21:00:00","4","0","1","1",16.4,20.455,87,0,161,"vrijdag"
"3246",2011-08-05 04:00:00,"04:00:00","3","0","1","1",26.24,29.545,78,89.981,7,"zaterdag"
"10292",2012-11-14 06:00:00,"06:00:00","4","0","1","1",9.84,11.365,65,12.998,146,"donderdag"
"10372",2012-11-17 14:00:00,"14:00:00","4","0","0","1",17.22,21.21,38,12.998,555,"maandag"
"1278",2011-03-18 02:00:00,"02:00:00","1","0","1","1",16.4,20.455,62,12.998,14,"dinsdag"
"9774",2012-10-11 15:00:00,"15:00:00","4","0","1","1",21.32,25,34,110.014,460,"donderdag"
"8300",2012-07-07 05:00:00,"05:00:00","3","0","0","1",30.34,35.605,74,12.998,14,"vrijdag"
"1636",2011-04-14 02:00:00,"02:00:00","2","0","1","1",14.76,17.425,76,89.981,3,"zondag"
"7673",2012-05-19 02:00:00,"02:00:00","2","0","0","1",20.5,24.24,51,70.015,69,"maandag"
"1808",2011-05-02 06:00:00,"06:00:00","2","0","1","1",18.04,21.97,88,70.015,62,"maandag"
"9601",2012-10-04 10:00:00,"10:00:00","4","0","1","2",27.06,30.305,83,89.981,177,"woensdag"
"3830",2011-09-10 14:00:00,"14:00:00","3","0","0","1",30.34,34.09,55,190.012,359,"maandag"
"8024",2012-06-14 17:00:00,"17:00:00","2","0","1","1",29.52,33.335,48,150.013,867,"vrijdag"
"4964",2011-11-19 22:00:00,"22:00:00","4","0","0","2",15.58,19.695,62,110.014,106,"woensdag"
"10394",2012-11-18 12:00:00,"12:00:00","4","0","0","1",16.4,20.455,62,190.012,442,"dinsdag"
"5409",2011-12-19 11:00:00,"11:00:00","4","0","1","1",10.66,12.12,65,169.979,127,"vrijdag"
"7411",2012-05-08 04:00:00,"04:00:00","2","0","1","2",21.32,25,68,220.028,5,"dinsdag"
"636",2011-02-09 17:00:00,"17:00:00","1","0","1","2",8.2,9.85,34,169.979,166,"vrijdag"
"9444",2012-09-16 21:00:00,"21:00:00","3","0","0","1",24.6,31.06,56,70.015,191,"dinsdag"
"5943",2012-02-03 20:00:00,"20:00:00","1","0","1","1",13.94,17.425,49,70.015,163,"donderdag"
"5708",2012-01-13 00:00:00,"00:00:00","1","0","1","2",16.4,20.455,71,190.012,42,"zondag"
"2795",2011-07-05 09:00:00,"09:00:00","3","0","1","1",30.34,34.09,58,89.981,227,"woensdag"
"3805",2011-09-09 13:00:00,"13:00:00","3","0","1","1",28.7,33.335,79,60.032,122,"zondag"
"7119",2012-04-15 00:00:00,"00:00:00","2","0","0","2",22.14,25.76,56,12.998,124,"maandag"
"8316",2012-07-07 21:00:00,"21:00:00","3","0","0","1",36.08,39.395,37,12.998,201,"vrijdag"
"5946",2012-02-03 23:00:00,"23:00:00","1","0","1","1",10.66,13.635,70,70.015,77,"donderdag"
"4318",2011-10-11 23:00:00,"23:00:00","4","0","1","2",22.96,26.515,83,190.012,57,"donderdag"
"2606",2011-06-16 12:00:00,"12:00:00","2","0","1","1",29.52,33.335,54,260.027,206,"maandag"
"3392",2011-08-11 06:00:00,"06:00:00","3","0","1","1",25.42,30.305,65,110.014,106,"zaterdag"
"5236",2011-12-12 06:00:00,"06:00:00","4","0","1","1",6.56,9.09,80,70.015,64,"donderdag"
"2453",2011-06-10 03:00:00,"03:00:00","2","0","1","1",27.88,31.82,69,110.014,6,"zondag"
"7307",2012-05-03 20:00:00,"20:00:00","2","0","1","1",26.24,30.305,73,12.998,420,"dinsdag"
"8248",2012-07-05 01:00:00,"01:00:00","3","0","1","1",30.34,33.335,51,190.012,30,"woensdag"
"8037",2012-06-15 06:00:00,"06:00:00","2","0","1","1",22.14,25.76,83,89.981,151,"zaterdag"
"5939",2012-02-03 16:00:00,"16:00:00","1","0","1","1",16.4,20.455,37,70.015,311,"donderdag"
"6613",2012-03-12 20:00:00,"20:00:00","1","0","1","2",22.96,26.515,49,150.013,286,"dinsdag"
"7577",2012-05-15 02:00:00,"02:00:00","2","0","1","2",22.96,26.515,88,89.981,4,"woensdag"
"1038",2011-03-07 19:00:00,"19:00:00","1","0","1","1",12.3,14.395,33,150.013,145,"dinsdag"
"7920",2012-06-10 09:00:00,"09:00:00","2","0","0","1",28.7,32.575,58,0,266,"zondag"
"5081",2011-12-05 19:00:00,"19:00:00","4","0","1","2",18.86,22.725,77,0,308,"dinsdag"
"8849",2012-08-11 02:00:00,"02:00:00","3","0","0","3",26.24,29.545,78,12.998,85,"zaterdag"
"7066",2012-04-12 19:00:00,"19:00:00","2","0","1","1",18.86,22.725,31,199.995,433,"vrijdag"
"1792",2011-05-01 14:00:00,"14:00:00","2","0","0","2",20.5,24.24,68,70.015,238,"zondag"
"8792",2012-08-08 17:00:00,"17:00:00","3","0","1","2",32.8,37.88,55,190.012,858,"woensdag"
"194",2011-01-09 09:00:00,"09:00:00","1","0","0","1",4.92,3.79,46,350.008,19,"dinsdag"
"10684",2012-12-11 14:00:00,"14:00:00","4","0","1","2",15.58,19.695,50,150.013,204,"dinsdag"
"1336",2011-04-01 13:00:00,"13:00:00","2","0","1","1",14.76,16.665,50,239.994,110,"vrijdag"
"4143",2011-10-04 16:00:00,"16:00:00","4","0","1","1",23.78,27.275,56,220.028,309,"woensdag"
"2262",2011-06-02 04:00:00,"04:00:00","2","0","1","1",27.06,31.06,41,12.998,3,"donderdag"
"6641",2012-03-14 00:00:00,"00:00:00","1","0","1","1",22.14,25.76,60,70.015,39,"donderdag"
"5974",2012-02-05 03:00:00,"03:00:00","1","0","0","3",9.84,12.88,87,60.032,17,"zondag"
"7523",2012-05-12 20:00:00,"20:00:00","2","0","0","1",25.42,31.06,46,110.014,287,"zondag"
"5419",2011-12-19 21:00:00,"21:00:00","4","0","1","2",14.76,17.425,53,89.981,127,"vrijdag"
"3916",2011-09-14 05:00:00,"05:00:00","3","0","1","1",23.78,27.275,88,70.015,31,"zaterdag"
"4157",2011-10-05 06:00:00,"06:00:00","4","0","1","1",18.04,21.97,82,70.015,117,"donderdag"
"1102",2011-03-10 13:00:00,"13:00:00","1","0","1","3",17.22,21.21,0,150.013,12,"zaterdag"
"9850",2012-10-14 19:00:00,"19:00:00","4","0","0","1",22.96,26.515,64,150.013,336,"maandag"
"9435",2012-09-16 12:00:00,"12:00:00","3","0","0","1",27.06,31.06,44,110.014,656,"dinsdag"
"9655",2012-10-06 16:00:00,"16:00:00","4","0","0","1",24.6,31.06,43,350.008,659,"vrijdag"
"1957",2011-05-08 11:00:00,"11:00:00","2","0","0","1",23.78,27.275,49,60.032,340,"dinsdag"
"5017",2011-12-03 03:00:00,"03:00:00","4","0","0","1",9.84,12.12,70,89.981,9,"zaterdag"
"4334",2011-10-12 15:00:00,"15:00:00","4","0","1","3",22.14,25.76,94,169.979,45,"zaterdag"
"2901",2011-07-09 19:00:00,"19:00:00","3","0","0","1",31.16,34.85,55,110.014,306,"maandag"
"9625",2012-10-05 10:00:00,"10:00:00","4","0","1","1",27.06,31.06,54,0,260,"donderdag"
"5876",2012-02-01 01:00:00,"01:00:00","1","0","1","1",18.04,21.97,41,190.012,4,"dinsdag"
"2846",2011-07-07 12:00:00,"12:00:00","3","0","1","1",34.44,38.635,41,0,171,"vrijdag"
"6764",2012-03-19 03:00:00,"03:00:00","1","0","1","1",18.86,22.725,88,60.032,2,"woensdag"
"5366",2011-12-17 16:00:00,"16:00:00","4","0","0","1",11.48,13.635,45,150.013,222,"woensdag"
"5258",2011-12-13 04:00:00,"04:00:00","4","0","1","1",8.2,12.88,80,0,4,"vrijdag"
"3520",2011-08-16 14:00:00,"14:00:00","3","0","1","1",31.16,34.09,45,279.993,182,"zaterdag"
"1591",2011-04-12 05:00:00,"05:00:00","2","0","1","2",22.14,25.76,68,89.981,16,"vrijdag"
"3115",2011-07-18 17:00:00,"17:00:00","3","0","1","1",34.44,39.395,49,220.028,545,"vrijdag"
"3865",2011-09-12 01:00:00,"01:00:00","3","0","1","1",22.96,26.515,88,0,12,"donderdag"
"10675",2012-12-11 05:00:00,"05:00:00","4","0","1","3",13.94,15.15,71,220.028,41,"dinsdag"
"4327",2011-10-12 08:00:00,"08:00:00","4","0","1","2",22.14,25.76,88,260.027,404,"zaterdag"
"2294",2011-06-03 12:00:00,"12:00:00","2","0","1","1",27.06,31.06,27,190.012,259,"vrijdag"
"5150",2011-12-08 16:00:00,"16:00:00","4","0","1","1",13.12,15.91,45,12.998,208,"zaterdag"
"8525",2012-07-16 14:00:00,"14:00:00","3","0","1","1",36.08,40.91,42,70.015,212,"woensdag"
"1312",2011-03-19 13:00:00,"13:00:00","1","0","0","1",20.5,24.24,34,310.009,301,"woensdag"
"1648",2011-04-14 14:00:00,"14:00:00","2","0","1","1",22.96,26.515,35,60.032,137,"zondag"
"4959",2011-11-19 17:00:00,"17:00:00","4","0","0","1",16.4,20.455,40,12.998,232,"woensdag"
"9740",2012-10-10 05:00:00,"05:00:00","4","0","1","2",18.86,22.725,88,60.032,40,"woensdag"
"2005",2011-05-10 11:00:00,"11:00:00","2","0","1","2",22.96,26.515,43,89.981,125,"donderdag"
"8729",2012-08-06 02:00:00,"02:00:00","3","0","1","2",29.52,34.85,79,89.981,5,"zondag"
"8611",2012-08-01 04:00:00,"04:00:00","3","0","1","2",26.24,29.545,78,89.981,4,"maandag"
"7665",2012-05-18 18:00:00,"18:00:00","2","0","1","1",26.24,31.06,38,150.013,669,"zondag"
"1731",2011-04-18 01:00:00,"01:00:00","2","0","1","1",18.86,22.725,47,89.981,19,"vrijdag"
"9697",2012-10-08 10:00:00,"10:00:00","4","1","0","2",15.58,19.695,68,89.981,298,"maandag"
"6941",2012-04-07 13:00:00,"13:00:00","2","0","0","1",20.5,24.24,22,12.998,643,"vrijdag"
"3903",2011-09-13 16:00:00,"16:00:00","3","0","1","1",30.34,33.335,51,150.013,292,"vrijdag"
"9317",2012-09-11 14:00:00,"14:00:00","3","0","1","1",27.88,31.06,30,60.032,255,"dinsdag"
"1338",2011-04-01 15:00:00,"15:00:00","2","0","1","1",13.94,15.15,46,279.993,111,"vrijdag"
"6330",2012-03-01 00:00:00,"00:00:00","1","0","1","2",17.22,21.21,94,0,11,"dinsdag"
"4812",2011-11-13 14:00:00,"14:00:00","4","0","0","2",22.14,25.76,28,329.975,371,"woensdag"
"8565",2012-07-18 06:00:00,"06:00:00","3","0","1","1",29.52,34.09,70,110.014,162,"vrijdag"
"9524",2012-10-01 05:00:00,"05:00:00","4","0","1","1",18.04,21.97,77,0,36,"zaterdag"
"6062",2012-02-08 20:00:00,"20:00:00","1","0","1","3",9.84,12.12,87,89.981,125,"woensdag"
"10767",2012-12-15 01:00:00,"01:00:00","4","0","0","2",10.66,14.395,81,60.032,95,"zondag"
"9989",2012-11-01 14:00:00,"14:00:00","4","0","1","2",16.4,20.455,50,150.013,185,"dinsdag"
"8473",2012-07-14 10:00:00,"10:00:00","3","0","0","2",29.52,34.09,70,60.032,401,"zondag"
"10565",2012-12-06 15:00:00,"15:00:00","4","0","1","1",13.12,17.425,39,0,270,"woensdag"
"10437",2012-12-01 07:00:00,"07:00:00","4","0","0","2",9.84,12.12,87,89.981,63,"donderdag"
"3873",2011-09-12 10:00:00,"10:00:00","3","0","1","1",27.88,31.82,62,110.014,129,"donderdag"
"6595",2012-03-12 02:00:00,"02:00:00","1","0","1","1",15.58,19.695,54,70.015,9,"dinsdag"
"4198",2011-10-06 23:00:00,"23:00:00","4","0","1","1",18.04,21.97,88,60.032,99,"vrijdag"
"6147",2012-02-12 09:00:00,"09:00:00","1","0","0","1",4.1,4.545,49,199.995,63,"maandag"
"1702",2011-04-16 20:00:00,"20:00:00","2","0","0","3",18.04,21.97,94,150.013,53,"woensdag"
"1872",2011-05-04 22:00:00,"22:00:00","2","0","1","1",15.58,19.695,62,150.013,89,"donderdag"
"4075",2011-10-01 20:00:00,"20:00:00","4","0","0","3",14.76,18.18,87,70.015,66,"zaterdag"
"630",2011-02-09 11:00:00,"11:00:00","1","0","1","2",5.74,7.575,43,110.014,41,"vrijdag"
"320",2011-01-14 20:00:00,"20:00:00","1","0","1","1",7.38,12.12,59,0,68,"maandag"
"5806",2012-01-17 02:00:00,"02:00:00","1","0","1","3",11.48,13.635,75,169.979,12,"vrijdag"
"4763",2011-11-11 13:00:00,"13:00:00","4","1","0","1",15.58,19.695,37,369.974,236,"zondag"
"5528",2012-01-05 11:00:00,"11:00:00","1","0","1","1",12.3,16.665,49,0,84,"donderdag"
"3003",2011-07-14 01:00:00,"01:00:00","3","0","1","1",27.06,31.06,61,169.979,25,"zondag"
"1074",2011-03-09 07:00:00,"07:00:00","1","0","1","2",9.84,12.12,87,110.014,141,"vrijdag"
"6308",2012-02-19 02:00:00,"02:00:00","1","0","0","2",12.3,14.395,36,190.012,48,"woensdag"
"1228",2011-03-15 23:00:00,"23:00:00","1","0","1","2",13.12,15.91,87,110.014,18,"vrijdag"
"8838",2012-08-10 15:00:00,"15:00:00","3","0","1","1",32.8,37.12,52,300.026,324,"vrijdag"
"1377",2011-04-03 06:00:00,"06:00:00","2","0","0","1",11.48,13.635,65,12.998,33,"zondag"
"4727",2011-11-10 01:00:00,"01:00:00","4","0","1","2",16.4,20.455,87,0,11,"zaterdag"
"3696",2011-09-04 22:00:00,"22:00:00","3","0","0","2",29.52,34.85,74,190.012,155,"maandag"
"2472",2011-06-10 22:00:00,"22:00:00","2","0","1","1",29.52,34.85,74,169.979,185,"zondag"
"2039",2011-05-11 21:00:00,"21:00:00","2","0","1","1",22.14,25.76,60,0,234,"vrijdag"
"771",2011-02-15 13:00:00,"13:00:00","1","0","1","1",13.12,15.15,21,150.013,82,"vrijdag"
"6781",2012-03-19 20:00:00,"20:00:00","1","0","1","1",24.6,30.305,64,150.013,330,"woensdag"
"2126",2011-05-15 12:00:00,"12:00:00","2","0","0","1",25.42,29.545,73,199.995,367,"woensdag"
"2443",2011-06-09 17:00:00,"17:00:00","2","0","1","1",36.9,40.91,37,169.979,409,"zaterdag"
"4647",2011-11-06 17:00:00,"17:00:00","4","0","0","1",18.04,21.97,62,110.014,256,"maandag"
"1274",2011-03-17 22:00:00,"22:00:00","1","0","1","1",16.4,20.455,66,150.013,87,"maandag"
"6895",2012-04-05 15:00:00,"15:00:00","2","0","1","1",20.5,24.24,31,70.015,269,"woensdag"
"223",2011-01-10 14:00:00,"14:00:00","1","0","1","2",8.2,9.85,40,150.013,47,"woensdag"
"4693",2011-11-08 15:00:00,"15:00:00","4","0","1","1",23.78,27.275,46,70.015,188,"donderdag"
"4667",2011-11-07 13:00:00,"13:00:00","4","0","1","1",22.14,25.76,49,60.032,189,"dinsdag"
"6131",2012-02-11 17:00:00,"17:00:00","1","0","0","3",9.02,9.09,69,310.009,144,"zondag"
"7717",2012-06-01 22:00:00,"22:00:00","2","0","1","3",24.6,27.275,88,89.981,23,"woensdag"
"4635",2011-11-06 05:00:00,"05:00:00","4","0","0","1",9.84,12.12,87,89.981,5,"maandag"
"9383",2012-09-14 08:00:00,"08:00:00","3","0","1","2",24.6,28.79,78,110.014,766,"zaterdag"
"8305",2012-07-07 10:00:00,"10:00:00","3","0","0","1",37.72,43.18,37,150.013,325,"vrijdag"
"9672",2012-10-07 09:00:00,"09:00:00","4","0","0","3",16.4,20.455,71,89.981,86,"zaterdag"
"798",2011-02-16 17:00:00,"17:00:00","1","0","1","1",18.86,22.725,28,190.012,255,"zaterdag"
"424",2011-01-19 17:00:00,"17:00:00","1","0","1","1",14.76,16.665,57,220.028,197,"zondag"
"692",2011-02-12 04:00:00,"04:00:00","1","0","0","1",4.92,8.335,74,60.032,4,"maandag"
"3151",2011-08-01 05:00:00,"05:00:00","3","0","1","1",27.06,30.305,83,70.015,26,"maandag"
"9787",2012-10-12 04:00:00,"04:00:00","4","0","1","1",14.76,18.18,76,70.015,8,"zaterdag"
"9782",2012-10-11 23:00:00,"23:00:00","4","0","1","1",17.22,21.21,58,60.032,186,"donderdag"
"9949",2012-10-18 22:00:00,"22:00:00","4","0","1","2",22.14,25.76,83,12.998,229,"zaterdag"
"8584",2012-07-19 01:00:00,"01:00:00","3","0","1","1",30.34,34.85,66,60.032,25,"zaterdag"
"7406",2012-05-07 23:00:00,"23:00:00","2","0","1","2",22.14,25.76,45,12.998,113,"zondag"
"1254",2011-03-17 02:00:00,"02:00:00","1","0","1","1",13.94,15.15,71,199.995,8,"maandag"
"7073",2012-04-13 02:00:00,"02:00:00","2","0","1","1",13.94,16.665,49,12.998,11,"zaterdag"
"4065",2011-10-01 10:00:00,"10:00:00","4","0","0","3",16.4,20.455,76,239.994,121,"zaterdag"
"10320",2012-11-15 10:00:00,"10:00:00","4","0","1","2",13.12,16.665,66,89.981,153,"vrijdag"
"4126",2011-10-03 23:00:00,"23:00:00","4","0","1","2",16.4,20.455,82,70.015,54,"maandag"
"9335",2012-09-12 08:00:00,"08:00:00","3","0","1","1",22.96,26.515,64,70.015,770,"donderdag"
"4490",2011-10-19 04:00:00,"04:00:00","4","0","1","3",20.5,24.24,94,12.998,3,"zondag"
"5134",2011-12-08 00:00:00,"00:00:00","4","0","1","2",10.66,11.365,87,199.995,21,"zaterdag"
"3621",2011-09-01 19:00:00,"19:00:00","3","0","1","1",28.7,32.575,58,110.014,443,"donderdag"
"6792",2012-04-01 07:00:00,"07:00:00","2","0","0","2",14.76,17.425,71,89.981,84,"vrijdag"
"7650",2012-05-18 03:00:00,"03:00:00","2","0","1","1",18.86,22.725,72,60.032,14,"zondag"
"6871",2012-04-04 15:00:00,"15:00:00","2","0","1","2",26.24,31.06,44,190.012,268,"dinsdag"
"43",2011-01-02 20:00:00,"20:00:00","1","0","0","1",12.3,13.635,39,239.994,22,"zondag"
"2371",2011-06-06 17:00:00,"17:00:00","2","0","1","1",31.98,34.09,33,190.012,579,"dinsdag"
"10088",2012-11-05 17:00:00,"17:00:00","4","0","1","1",13.94,15.91,46,150.013,638,"zondag"
"311",2011-01-14 11:00:00,"11:00:00","1","0","1","1",7.38,8.335,51,190.012,53,"maandag"
"9364",2012-09-13 13:00:00,"13:00:00","3","0","1","1",28.7,31.82,42,0,283,"vrijdag"
"8607",2012-08-01 00:00:00,"00:00:00","3","0","1","1",27.88,31.82,79,110.014,47,"maandag"
"6351",2012-03-01 21:00:00,"21:00:00","1","0","1","1",17.22,21.21,47,310.009,197,"dinsdag"
"438",2011-02-01 08:00:00,"08:00:00","1","0","1","3",6.56,11.365,93,0,135,"dinsdag"
"970",2011-03-04 21:00:00,"21:00:00","1","0","1","2",12.3,14.395,70,150.013,70,"zaterdag"
"9869",2012-10-15 14:00:00,"14:00:00","4","0","1","2",24.6,28.79,78,190.012,185,"dinsdag"
"666",2011-02-11 00:00:00,"00:00:00","1","0","1","1",4.1,6.82,49,70.015,14,"zondag"
"7718",2012-06-01 23:00:00,"23:00:00","2","0","1","3",24.6,27.275,88,89.981,73,"woensdag"
"5614",2012-01-09 01:00:00,"01:00:00","1","0","1","1",9.84,12.12,60,89.981,5,"dinsdag"
"4459",2011-10-17 20:00:00,"20:00:00","4","0","1","1",21.32,25,77,70.015,229,"vrijdag"
"1306",2011-03-19 07:00:00,"07:00:00","1","0","0","1",16.4,20.455,50,220.028,13,"woensdag"
"1394",2011-04-03 23:00:00,"23:00:00","2","0","0","1",16.4,20.455,50,60.032,31,"zondag"
"2180",2011-05-17 18:00:00,"18:00:00","2","0","1","1",24.6,29.545,69,199.995,480,"zaterdag"
"2366",2011-06-06 12:00:00,"12:00:00","2","0","1","1",31.16,33.335,37,110.014,153,"dinsdag"
"6566",2012-03-10 20:00:00,"20:00:00","1","0","0","1",13.12,16.665,33,89.981,121,"zaterdag"
"3669",2011-09-03 19:00:00,"19:00:00","3","0","0","1",28.7,33.335,74,89.981,295,"zaterdag"
"5211",2011-12-11 05:00:00,"05:00:00","4","0","0","1",7.38,10.605,59,70.015,6,"dinsdag"
"6951",2012-04-07 23:00:00,"23:00:00","2","0","0","1",18.86,22.725,23,150.013,118,"vrijdag"
"5044",2011-12-04 06:00:00,"06:00:00","4","0","0","1",9.84,14.395,93,0,4,"maandag"
"9135",2012-09-04 00:00:00,"00:00:00","3","0","1","2",28.7,33.335,84,169.979,29,"maandag"
"2091",2011-05-14 01:00:00,"01:00:00","2","0","0","2",20.5,24.24,88,89.981,82,"dinsdag"
"1599",2011-04-12 13:00:00,"13:00:00","2","0","1","3",22.14,25.76,68,190.012,106,"vrijdag"
"6835",2012-04-03 03:00:00,"03:00:00","2","0","1","1",15.58,19.695,46,0,3,"zondag"
"3096",2011-07-17 22:00:00,"22:00:00","3","0","0","1",29.52,34.09,66,150.013,181,"donderdag"
"8243",2012-07-04 20:00:00,"20:00:00","3","1","0","1",35.26,40.15,47,150.013,551,"dinsdag"
"6064",2012-02-08 22:00:00,"22:00:00","1","0","1","2",9.84,12.12,87,89.981,98,"woensdag"
"9257",2012-09-09 02:00:00,"02:00:00","3","0","0","1",22.14,25.76,77,190.012,96,"zondag"
"2549",2011-06-14 03:00:00,"03:00:00","2","0","1","1",23.78,27.275,53,220.028,2,"vrijdag"
"6459",2012-03-06 09:00:00,"09:00:00","1","0","1","1",9.02,13.635,47,0,233,"maandag"
"8392",2012-07-11 01:00:00,"01:00:00","3","0","1","1",26.24,28.79,89,0,14,"woensdag"
"4814",2011-11-13 16:00:00,"16:00:00","4","0","0","2",22.14,25.76,28,260.027,319,"woensdag"
"6427",2012-03-05 01:00:00,"01:00:00","1","0","1","1",9.84,12.12,48,89.981,6,"zondag"
"1859",2011-05-04 09:00:00,"09:00:00","2","0","1","3",13.94,15.15,93,239.994,40,"donderdag"
"6148",2012-02-12 10:00:00,"10:00:00","1","0","0","1",4.92,5.305,42,239.994,91,"maandag"
"1842",2011-05-03 16:00:00,"16:00:00","2","0","1","1",29.52,33.335,54,310.009,271,"dinsdag"
"6350",2012-03-01 20:00:00,"20:00:00","1","0","1","1",18.04,21.97,44,279.993,254,"dinsdag"
"7513",2012-05-12 10:00:00,"10:00:00","2","0","0","1",22.96,26.515,49,60.032,411,"zondag"
"10038",2012-11-03 15:00:00,"15:00:00","4","0","0","2",14.76,15.91,46,300.026,448,"donderdag"
"10689",2012-12-11 19:00:00,"19:00:00","4","0","1","1",13.12,15.15,53,150.013,433,"dinsdag"
